01_Im1.jpg	¿A quién le gustaría que | fuéramos a una playa | nudista para vernos?
02_Im2.jpg	¿A quién le importa | menos este grupo?
03_Im3.jpg	¿Quién se manda una | y no aprende más? | y otra vez la misma cagada
04_Im4.jpg	Juegos Paralímpicos? | ¿Quién se ríe mirando los
05_Im5.jpg	ir prácticamente nadie? | ¿Al velorio de quién no va a
06_Im6.jpg	a su pareja? | ¿Quién le revisa el celular
07_Im7.jpg	¿Quién se sube a un avión | y se arrepiente a último | para tirarse en paracaídas | momento?
08_Im8.jpg	¿Quién exagera | cuando habla? | absolutamente todo
09_Im9.jpg	En todo grupo hay alguien | que no tiene la más remota | idea de lo freak que es. | En el nuestro ese alguien | eS...
10_Im10.jpg	A uno de nosotros le | importan un culo los pobres. | ¿A quién?
11_Im11.jpg	Uno de nosotros SIEMPRE | tiene una excusa. ¿Quién?
12_Im12.jpg	Cuando hay que pedir | todo? | delivery, ¿quién complica
13_Im13.jpg	¿Quién debería pensar | antes de abrir la boca? | un poco más lo que dice
14_Im14.jpg	oculta una terrible | ¿Quién de nosotros | adicción al juego?
15_Im15.jpg	¿Quién recibe mucho más | afecto del que da?
16_Im16.jpg	cuenta las mismas | Uno de nosotros siempre | anécdotas. ¿Quién?
17_Im17.jpg	¿Quién de nosotros es | muchísimo más racista | de lo que cree ser?
18_Im18.jpg	¿Quién no debería tener | nunca una mascota (por el | bien del pobre animal)?
19_Im19.jpg	aunque no los entienda? | ¿Quién se ríe de los chistes
20_Im20.jpg	¿Quién es el menos | una situación difícil y se | preparado para afrontar | derrumbaría al toque?
21_Im21.jpg	inimputable? | ¿Quién de nosotros es
22_Im22.jpg	Uno de nosotros todo | el tiempo piensa que todo | el mundo le quiere dar | ¿Quién? | y está equivocadísimo.
23_Im23.jpg	Uno de nosotros gastó | una pequeña fortuna en | Onlyfans. ¿Quién?
24_Im24.jpg	Por el amor de Dios, | no quiero volver a escuchar | una sola anécdota más | del viaje de...
25_Im25.jpg	¿Quién de nosotros quiere | prohibir el fútbol femenino?
26_Im26.jpg	Arrancamos un laburo | un día para serrucharle el | nuevo. ¿Quién no espera ni | piso al jefe?
27_Im27.jpg	¿Quién lee libros | de autoayuda?
28_Im28.jpg	¿A quién le importa la guita | en la vida? | más que cualquier otra cosa
29_Im29.jpg	Uno de nosotros es muy | de cumpleaños. ¿Quién? | miserable haciendo regalos
30_Im30.jpg	Tenemos acá a la típica | persona que vive prometiendo | o la dieta y nunca lo hace. | que va a empezar el gimnasio | ¿Quién es?
31_Im31.jpg	pegar a sus hijos? | ¿Quién les pega o les va a
32_Im32.jpg	¿A quién silencié | en las redes sociales?
33_Im33.jpg	¿Quién le arruina la Navidad | a su familia todos los años?
34_Im34.jpg	Uno de nosotros siempre | ve la parte negativa de las | un pesimista de mierda. | cosas, por no decir que es | ¿ Quién?
35_Im35.jpg	Uno de nosotros siente más | vergüenza que el resto a la | hora de hablar de sexo.
36_Im36.jpg	LA quién le hubiera | venido bien hacer | el servicio militar?
37_Im37.jpg	que ve Titanic? | ¿Quién llora cada vez
38_Im38.jpg	¿Quién de nosotros | llora cada vez que tiene | un orgasmo?
39_Im39.jpg	Uno de nosotros no gana | nunca a nada. ¿Quién?
40_Im40.jpg	Y el premio al más | es para.... | caprichoso de nosotros
41_Im41.jpg	¿Quién se va de mambo con | todos la salida? | el alcohol y nos arruina a
42_Im42.jpg	¿A quién no se le puede decir | salta la térmica? | nada porque enseguida le
43_Im43.jpg	¿Quién me cayó peor cuando | nos conocimos?
44_Im44.jpg	¿Quién es una máquina | de mentir?
45_Im45.jpg	A la cuenta de 3, todos | señalamos al que de chico | A la una, a las dos, y a las | le robaba guita a sus padres. | tres.
46_Im46.jpg	Hoy me masturbé pensando | en alguien de ustedes. | Me refiero obviamente a...
47_Im47.jpg	¿Quién de nosotros es muy, | muy choto en su trabajo?
48_Im48.jpg	¿Quién da vueltas | interminablemente | antes de decidir algo? | JA
49_Im49.jpg	el primero en morir? | ¿Quién de nosotros va a ser
50_Im50.jpg	¿Quién es absolutamente | incapaz de reconocer que se | equivocó?
51_Im51.jpg	¿Quién de nosotros logró | más cosas por ojete que | por talento?
52_Im52.jpg	Si contamos lo que | nos excita sexualmente, | ¿quién cuenta algo que nos | asusta, nos preocupa y no | nos deja dormir?
53_Im53.jpg	¿Quién nos manipula | el plan que le gusta? | siempre para que hagamos
54_Im54.jpg	¿Quién vive haciéndose | insignificantes? | mala sangre por cosas
55_Im55.jpg	seriamente en usar | Uno de nosotros pensó | Burundanga alguna vez. | ¡O PEOR, LA USO! ¿Quién?
56_Im56.jpg	LA quién se nota que en | realidad no le gusta coger?
57_Im57.jpg	¿Quién tiene una vida | y actitudes como si | tuviera 20 años más | de los que tiene?
58_Im58.jpg	más "toquetón" de lo que | Uno de nosotros es un poco | ¿Quién? | a los demás nos gustaría.
59_Im59.jpg	Uno de nosotros a veces se | política. ¿Quién? | pone muy denso hablando de
60_Im60.jpg	¿Quién de nosotros | sistemáticamente? | garronea comida y bebida
61_Im61.jpg	Qué fácil es manipular a...
62_Im62.jpg	¿Quién tiene un juguete | sexual extremadamente | perturbador?
